time,position
0,shoulder
0.000687757909215956,-1.89907
0.001375515818431912,-1.89907
0.002063273727647868,-1.89753
0.002751031636863824,-1.89907
0.0034387895460797797,-1.89907
0.0041265474552957355,-1.89907
0.004814305364511691,-1.89907
0.005502063273727647,-1.89907
0.006189821182943603,-1.89753
0.006877579092159559,-1.89907
0.007565337001375514,-1.89907
0.008253094910591471,-1.89753
0.008940852819807428,-1.89907
0.009628610729023384,-1.89907
0.010316368638239341,-1.89907
0.011004126547455298,-1.89907
0.011691884456671254,-1.89907
0.012379642365887211,-1.89907
0.013067400275103168,-1.89907
0.013755158184319124,-1.89753
0.01444291609353508,-1.89907
0.015130674002751037,-1.89907
0.015818431911966992,-1.89907
0.01650618982118295,-1.89907
0.017193947730398906,-1.89907
0.017881705639614862,-1.89907
0.01856946354883082,-1.89907
0.019257221458046776,-1.89907
0.019944979367262732,-1.89907
0.02063273727647869,-1.89907
0.021320495185694645,-1.89907
0.022008253094910602,-1.89907
0.02269601100412656,-1.89907
0.023383768913342515,-1.89907
0.024071526822558472,-1.89907
0.02475928473177443,-1.89907
0.025447042640990385,-1.89907
0.026134800550206342,-1.89907
0.0268225584594223,-1.89753
0.027510316368638255,-1.89907
0.028198074277854212,-1.89907
0.02888583218707017,-1.89907
0.029573590096286125,-1.89907
0.030261348005502082,-1.89907
0.03094910591471804,-1.89753
0.03163686382393399,-1.89907
0.03232462173314995,-1.89907
0.033012379642365905,-1.89907
0.03370013755158186,-1.89907
0.03438789546079782,-1.89907
0.035075653370013775,-1.89907
0.03576341127922973,-1.89907
0.03645116918844569,-1.89907
0.037138927097661645,-1.89907
0.0378266850068776,-1.89907
0.03851444291609356,-1.89753
0.039202200825309515,-1.89907
0.03988995873452547,-1.89907
0.04057771664374143,-1.89907
0.041265474552957385,-1.89907
0.04195323246217334,-1.89907
0.0426409903713893,-1.89907
0.043328748280605255,-1.89907
0.04401650618982121,-1.89907
0.04470426409903717,-1.89907
0.045392022008253124,-1.89753
0.04607977991746908,-1.89907
0.04676753782668504,-1.89907
0.047455295735900994,-1.89907
0.04814305364511695,-1.89907
0.04883081155433291,-1.89907
0.049518569463548864,-1.89753
0.05020632737276482,-1.89907
0.05089408528198078,-1.89907
0.051581843191196734,-1.89907
0.05226960110041269,-1.89907
0.05295735900962865,-1.89907
0.053645116918844604,-1.89907
0.05433287482806056,-1.89907
0.05502063273727652,-1.89907
0.055708390646492474,-1.89907
0.05639614855570843,-1.89907
0.05708390646492439,-1.89907
0.057771664374140344,-1.89907
0.0584594222833563,-1.89907
0.05914718019257226,-1.89907
0.059834938101788214,-1.89907
0.06052269601100417,-1.89907
0.06121045392022013,-1.89907
0.061898211829436084,-1.89753
0.06258596973865203,-1.89907
0.06327372764786798,-1.89907
0.06396148555708393,-1.89907
0.06464924346629988,-1.89907
0.06533700137551583,-1.89907
0.06602475928473178,-1.89907
0.06671251719394773,-1.89907
0.06740027510316368,-1.89907
0.06808803301237963,-1.89907
0.06877579092159558,-1.89907
0.06946354883081153,-1.89753
0.07015130674002748,-1.89907
0.07083906464924343,-1.89907
0.07152682255845938,-1.89907
0.07221458046767533,-1.89907
0.07290233837689128,-1.89907
0.07359009628610723,-1.89907
0.07427785419532318,-1.89907
0.07496561210453913,-1.89907
0.07565337001375508,-1.89907
0.07634112792297103,-1.89907
0.07702888583218698,-1.89907
0.07771664374140293,-1.89753
0.07840440165061888,-1.89907
0.07909215955983483,-1.89907
0.07977991746905078,-1.89907
0.08046767537826673,-1.89907
0.08115543328748268,-1.89907
0.08184319119669863,-1.89907
0.08253094910591458,-1.89753
0.08321870701513052,-1.89907
0.08390646492434647,-1.89753
0.08459422283356242,-1.89753
0.08528198074277837,-1.89753
0.08596973865199432,-1.89753
0.08665749656121027,-1.896
0.08734525447042622,-1.89447
0.08803301237964217,-1.89447
0.08872077028885812,-1.8914
0.08940852819807407,-1.88833
0.09009628610729002,-1.8868
0.09078404401650597,-1.88373
0.09147180192572192,-1.88066
0.09215955983493787,-1.87759
0.09284731774415382,-1.87299
0.09353507565336977,-1.86992
0.09422283356258572,-1.86379
0.09491059147180167,-1.85918
0.09559834938101762,-1.85458
0.09628610729023357,-1.84691
0.09697386519944952,-1.84078
0.09766162310866547,-1.83311
0.09834938101788142,-1.82544
0.09903713892709737,-1.8147
0.09972489683631332,-1.8055
0.10041265474552927,-1.79629
0.10110041265474522,-1.78555
0.10178817056396117,-1.77482
0.10247592847317712,-1.76408
0.10316368638239307,-1.75334
0.10385144429160902,-1.74107
0.10453920220082497,-1.7288
0.10522696011004092,-1.71806
0.10591471801925686,-1.70425
0.10660247592847281,-1.69351
0.10729023383768876,-1.68124
0.10797799174690471,-1.66744
0.10866574965612066,-1.65517
0.10935350756533661,-1.64289
0.11004126547455256,-1.62909
0.11072902338376851,-1.61835
0.11141678129298446,-1.60608
0.11210453920220041,-1.59227
0.11279229711141636,-1.57847
0.11348005502063231,-1.56619
0.11416781292984826,-1.55239
0.11485557083906421,-1.53858
0.11554332874828016,-1.52478
0.11623108665749611,-1.51404
0.11691884456671206,-1.4987
0.11760660247592801,-1.48643
0.11829436038514396,-1.47109
0.11898211829435991,-1.45575
0.11966987620357586,-1.44194
0.12035763411279181,-1.42814
0.12104539202200776,-1.4128
0.12173314993122371,-1.39746
0.12242090784043966,-1.38365
0.12310866574965561,-1.36831
0.12379642365887156,-1.35297
0.1244841815680875,-1.33917
0.12517193947730346,-1.32536
0.12585969738651942,-1.31002
0.12654745529573538,-1.29621
0.12723521320495135,-1.28087
