waist,shoulder,elbow,wrist_angle,wrist_rotate,gripper,left_finger,right_finger
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89753,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89753,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.630466,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.630466,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.630466,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.630466,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89753,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
0.0153398,-1.89907,1.70272,0.632,0.13499,-0.467864,0.0141768,-0.0141768
