waist,shoulder,elbow,wrist_angle,wrist_rotate,gripper,left_finger,right_finger
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.467864,0.0141768,-0.0141768
0.0122718,-1.89907,1.70272,0.638136,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89753,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89753,1.70118,0.638136,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89907,1.70272,0.638136,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89753,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.467864,0.0141768,-0.0141768
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89753,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.467864,0.0141768,-0.0141768
0.0138058,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89753,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0138058,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70118,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
0.0122718,-1.89907,1.70272,0.63967,-0.0613592,-0.46633,0.0141901,-0.0141901
