time,position
0,elbow
0.0006693440428380187,1.70272
0.0013386880856760374,1.70272
0.002008032128514056,1.70272
0.002677376171352075,1.70272
0.0033467202141900937,1.70272
0.004016064257028112,1.70272
0.0046854082998661305,1.70272
0.005354752342704149,1.70272
0.006024096385542167,1.70272
0.006693440428380186,1.70272
0.007362784471218204,1.70272
0.008032128514056222,1.70272
0.00870147255689424,1.70272
0.00937081659973226,1.70272
0.010040160642570278,1.70272
0.010709504685408296,1.70272
0.011378848728246314,1.70272
0.012048192771084333,1.70272
0.012717536813922351,1.70272
0.01338688085676037,1.70272
0.014056224899598388,1.70272
0.014725568942436406,1.70272
0.015394912985274425,1.70272
0.016064257028112445,1.70272
0.016733601070950465,1.70272
0.017402945113788485,1.70272
0.018072289156626505,1.70272
0.018741633199464525,1.70272
0.019410977242302545,1.70272
0.020080321285140566,1.70272
0.020749665327978586,1.70272
0.021419009370816606,1.70272
0.022088353413654626,1.70272
0.022757697456492646,1.70272
0.023427041499330666,1.70272
0.024096385542168686,1.70272
0.024765729585006706,1.70272
0.025435073627844727,1.70272
0.026104417670682747,1.70272
0.026773761713520767,1.70272
0.027443105756358787,1.70272
0.028112449799196807,1.70272
0.028781793842034827,1.70272
0.029451137884872847,1.70272
0.030120481927710867,1.70272
0.030789825970548888,1.70272
0.031459170013386904,1.70272
0.032128514056224924,1.70272
0.032797858099062945,1.70272
0.033467202141900965,1.70272
0.034136546184738985,1.70272
0.034805890227577005,1.70272
0.035475234270415025,1.70272
0.036144578313253045,1.70272
0.036813922356091065,1.70272
0.037483266398929085,1.70272
0.038152610441767106,1.70272
0.038821954484605126,1.70272
0.039491298527443146,1.70272
0.040160642570281166,1.70272
0.040829986613119186,1.70272
0.041499330655957206,1.70272
0.042168674698795226,1.70272
0.042838018741633246,1.70272
0.04350736278447127,1.70272
0.04417670682730929,1.70272
0.04484605087014731,1.70272
0.04551539491298533,1.70272
0.04618473895582335,1.70272
0.04685408299866137,1.70272
0.04752342704149939,1.70272
0.04819277108433741,1.70272
0.04886211512717543,1.70272
0.04953145917001345,1.70272
0.05020080321285147,1.70272
0.05087014725568949,1.70272
0.05153949129852751,1.70272
0.05220883534136553,1.70272
0.05287817938420355,1.70272
0.05354752342704157,1.70272
0.05421686746987959,1.70272
0.05488621151271761,1.70272
0.05555555555555563,1.70272
0.05622489959839365,1.70272
0.05689424364123167,1.70272
0.05756358768406969,1.70272
0.05823293172690771,1.70272
0.05890227576974573,1.70272
0.05957161981258375,1.70272
0.06024096385542177,1.70272
0.06091030789825979,1.70272
0.06157965194109781,1.70272
0.06224899598393583,1.70272
0.06291834002677385,1.70272
0.06358768406961186,1.70272
0.06425702811244988,1.70272
0.06492637215528789,1.70272
0.0655957161981259,1.70272
0.06626506024096392,1.70272
0.06693440428380193,1.70272
0.06760374832663994,1.70272
0.06827309236947796,1.70272
0.06894243641231597,1.70272
0.06961178045515398,1.70118
0.070281124497992,1.70272
0.07095046854083001,1.70272
0.07161981258366802,1.70272
0.07228915662650603,1.70272
0.07295850066934405,1.70272
0.07362784471218206,1.70272
0.07429718875502007,1.70272
0.07496653279785809,1.70118
0.0756358768406961,1.70272
0.07630522088353411,1.70272
0.07697456492637213,1.70118
0.07764390896921014,1.70272
0.07831325301204815,1.70272
0.07898259705488617,1.70118
0.07965194109772418,1.70272
0.08032128514056219,1.70118
0.0809906291834002,1.70118
0.08165997322623822,1.70118
0.08232931726907623,1.70118
0.08299866131191425,1.70118
0.08366800535475226,1.70118
0.08433734939759027,1.70118
0.08500669344042829,1.70118
0.0856760374832663,1.70118
0.08634538152610431,1.70118
0.08701472556894232,1.70118
0.08768406961178034,1.70118
0.08835341365461835,1.70272
0.08902275769745636,1.70272
0.08969210174029438,1.70118
0.09036144578313239,1.70118
0.0910307898259704,1.70272
0.09170013386880842,1.70272
0.09236947791164643,1.70272
0.09303882195448444,1.70272
0.09370816599732246,1.70272
0.09437751004016047,1.70272
0.09504685408299848,1.70272
0.0957161981258365,1.70272
0.09638554216867451,1.70272
0.09705488621151252,1.70272
0.09772423025435054,1.70118
0.09839357429718855,1.70272
0.09906291834002656,1.70118
0.09973226238286458,1.70118
0.10040160642570259,1.70118
0.1010709504685406,1.70118
0.10174029451137862,1.69965
0.10240963855421663,1.69812
0.10307898259705464,1.69658
0.10374832663989265,1.69505
0.10441767068273067,1.69198
0.10508701472556868,1.69045
0.1057563587684067,1.68738
0.10642570281124471,1.68584
0.10709504685408272,1.68124
0.10776439089692073,1.67817
0.10843373493975875,1.67357
0.10910307898259676,1.67051
0.10977242302543477,1.66744
0.11044176706827279,1.66284
0.1111111111111108,1.65977
0.11178045515394881,1.65517
0.11244979919678683,1.65056
0.11311914323962484,1.64596
0.11378848728246285,1.64289
0.11445783132530087,1.63676
0.11512717536813888,1.63216
0.11579651941097689,1.62755
0.1164658634538149,1.62295
0.11713520749665292,1.61835
0.11780455153949093,1.61375
0.11847389558232894,1.60608
0.11914323962516696,1.59994
0.11981258366800497,1.59534
0.12048192771084298,1.58767
0.121151271753681,1.58153
0.12182061579651901,1.57386
0.12248995983935702,1.56619
0.12315930388219504,1.56006
0.12382864792503305,1.55239
0.12449799196787106,1.54472
0.1251673360107091,1.53705
0.12583668005354712,1.53091
0.12650602409638514,1.52171
0.12717536813922317,1.51557
0.1278447121820612,1.5079
0.12851405622489923,1.50023
0.12918340026773725,1.49103
0.12985274431057528,1.48489
0.1305220883534133,1.47722
0.13119143239625133,1.46802
0.13186077643908936,1.46035
0.1325301204819274,1.45115
0.13319946452476542,1.44348
