time,average position
0.0004906771344455348,1.530143
0.0009813542688910696,1.530297
0.0014720314033366045,1.530297
0.001962708537782139,1.530451
0.002453385672227674,1.530451
0.0029440628066732086,1.530297
0.0034347399411187433,1.530297
0.003925417075564278,1.530605
0.004416094210009813,1.530451
0.004906771344455348,1.530297
0.0053974484789008825,1.530605
0.005888125613346417,1.530297
0.006378802747791952,1.530143
0.006869479882237487,1.530297
0.007360157016683021,1.530298
0.007850834151128557,1.5301440000000002
0.008341511285574092,1.5299900000000002
0.008832188420019626,1.5302980000000002
0.009322865554465161,1.5299900000000002
0.009813542688910696,1.529684
0.01030421982335623,1.529684
0.010794896957801765,1.529223
0.0112855740922473,1.5290700000000002
0.011776251226692834,1.528917
0.012266928361138369,1.528303
0.012757605495583904,1.5279960000000001
0.013248282630029438,1.527382
0.013738959764474973,1.5269220000000001
0.014229636898920508,1.526769
0.014720314033366043,1.5264630000000001
0.015210991167811577,1.526003
0.015701668302257114,1.525235
0.01619234543670265,1.524775
0.016683022571148187,1.5241609999999999
0.017173699705593723,1.523547
0.01766437684003926,1.523088
0.018155053974484796,1.522474
0.018645731108930332,1.5221680000000002
0.01913640824337587,1.521555
0.019627085377821405,1.520634
0.02011776251226694,1.519867
0.020608439646712478,1.519253
0.021099116781158014,1.518332
0.02158979391560355,1.5175649999999998
0.022080471050049087,1.516952
0.022571148184494624,1.516032
0.02306182531894016,1.515111
0.023552502453385697,1.51419
0.024043179587831233,1.513424
0.02453385672227677,1.51235
0.025024533856722306,1.5115830000000001
0.025515210991167842,1.510509
0.02600588812561338,1.509435
0.026496565260058915,1.508515
0.02698724239450445,1.507287
0.027477919528949988,1.5060600000000002
0.027968596663395524,1.5049860000000002
0.02845927379784106,1.503759
0.028949950932286597,1.5026860000000002
0.029440628066732134,1.501458
0.02993130520117767,1.5002309999999999
0.030421982335623207,1.4985430000000002
0.030912659470068743,1.497316
0.031403336604514276,1.495782
0.03189401373895981,1.494556
0.03238469087340534,1.492867
0.032875368007850875,1.491641
0.03336604514229641,1.490108
0.03385672227674194,1.4887260000000002
0.034347399411187474,1.4873480000000001
0.03483807654563301,1.485659
0.03532875368007854,1.483665
0.03581943081452407,1.482132
0.036310107948969605,1.480598
0.03680078508341514,1.4787560000000002
0.03729146221786067,1.477069
0.037782139352306204,1.474921
0.03827281648675174,1.473081
0.03876349362119727,1.471239
0.0392541707556428,1.469246
0.039744847890088336,1.467559
0.04023552502453387,1.465565
0.0407262021589794,1.4638780000000002
0.041216879293424935,1.461729
0.04170755642787047,1.459735
0.042198233562316,1.457894
0.042688910696761534,1.4559010000000001
0.04317958783120707,1.453753
0.0436702649656526,1.451606
0.04416094210009813,1.449611
0.044651619234543666,1.4474630000000002
0.0451422963689892,1.44547
0.04563297350343473,1.443168
0.046123650637880265,1.441327
0.0466143277723258,1.43918
0.04710500490677133,1.437033
0.047595682041216864,1.4348859999999999
0.048086359175662396,1.432737
0.04857703631010793,1.430437
0.04906771344455346,1.428289
0.049558390578998995,1.42568
0.05004906771344453,1.42338
0.05053974484789006,1.4206189999999999
0.051030421982335594,1.4183180000000002
0.05152109911678113,1.415709
0.05201177625122666,1.413101
0.05250245338567219,1.4100350000000001
0.052993130520117726,1.407581
0.05348380765456326,1.4048180000000001
0.05397448478900879,1.40221
0.054465161923454325,1.3991419999999999
0.05495583905789986,1.396075
0.05544651619234539,1.393162
0.055937193326790924,1.38994
0.05642787046123646,1.3865640000000001
0.05691854759568199,1.383343
0.05740922473012752,1.3802759999999998
0.057899901864573056,1.376748
0.05839057899901859,1.3736791999999998
0.05888125613346412,1.369999
0.059371933267909655,1.3670838
0.05986261040235519,1.3635556
0.06035328753680072,1.3600274000000003
0.06084396467124625,1.3571142
0.061334641805691786,1.3534314
0.06182531894013732,1.3503632
0.06231599607458285,1.3466824
0.06280667320902839,1.3434606
0.06329735034347392,1.3397764
0.06378802747791945,1.3364026
0.06427870461236498,1.3330292
0.06476938174681052,1.3296538
0.06526005888125605,1.3265874
0.06575073601570158,1.323518
0.06624141315014712,1.3201436000000002
0.06673209028459265,1.3170766
0.06722276741903818,1.3137002
0.06771344455348371,1.3109382000000003
0.06820412168792925,1.3083312
0.06869479882237478,1.3052632
0.06918547595682031,1.3026566000000002
0.06967615309126585,1.2995866
0.07016683022571138,1.2966726
0.07065750736015691,1.2940646
0.07114818449460245,1.2911496
0.07163886162904798,1.28839
0.07212953876349351,1.2857826
0.07262021589793904,1.2828680000000001
0.07311089303238458,1.2804144000000002
0.07360157016683011,1.2774984
0.07409224730127564,1.2751964
0.07458292443572118,1.2725894
0.07507360157016671,1.2701348
0.07556427870461224,1.2675278
0.07605495583905778,1.2650748
0.07654563297350331,1.2629272
0.07703631010794884,1.2603172
0.07752698724239437,1.2578632
0.07801766437683991,1.2554092
0.07850834151128544,1.2528012
0.07899901864573097,1.2509616
0.0794896957801765,1.2486592
0.07998037291462204,1.2462042
0.08047105004906757,1.2437512
0.0809617271835131,1.2416041999999998
0.08145240431795864,1.2394562
0.08194308145240417,1.2370022
0.0824337585868497,1.2351615999999999
0.08292443572129524,1.2328591999999996
0.08341511285574077,1.2308672
0.0839057899901863,1.2287192
0.08439646712463184,1.2262662
0.08488714425907737,1.2238102
0.0853778213935229,1.2221226
0.08586849852796843,1.2195152
0.08635917566241397,1.2176741999999998
0.0868498527968595,1.2155262
0.08734052993130503,1.2130712000000001
0.08783120706575057,1.2109252000000001
0.0883218842001961,1.2087766
0.08881256133464163,1.2063222
0.08930323846908717,1.2040222
0.0897939156035327,1.2018732
0.09028459273797823,1.1997272
0.09077526987242376,1.1971192
0.0912659470068693,1.1948171999999997
0.09175662414131483,1.1926712
0.09224730127576036,1.1906756
0.0927379784102059,1.1886816000000002
0.09322865554465143,1.1860735999999998
0.09371933267909696,1.1834656000000003
0.0942100098135425,1.181011
0.09470068694798803,1.178864
0.09519136408243356,1.176562
0.0956820412168791,1.1742614
0.09617271835132463,1.1724218
0.09666339548577016,1.1701198
0.09715407262021569,1.1679732
0.09764474975466123,1.1658246
0.09813542688910676,1.1636769999999999
0.09862610402355229,1.1613754
0.09911678115799782,1.1596887999999999
0.09960745829244336,1.1573872
0.10009813542688889,1.1552396
0.10058881256133442,1.1529399999999999
0.10107948969577996,1.1507934
0.10157016683022549,1.1487972
0.10206084396467102,1.1471106
0.10255152109911655,1.1452693999999999
0.10304219823356209,1.1431228
0.10353287536800762,1.1412825999999998
0.10402355250245315,1.1391339999999999
0.10451422963689869,1.1376008
0.10500490677134422,1.1356061999999998
0.10549558390578975,1.1339196
0.10598626104023529,1.1317719999999998
0.10647693817468082,1.1299304
0.10696761530912635,1.1276294
0.10745829244357188,1.1259418
0.10794896957801742,1.1241001999999998
0.10843964671246295,1.1219542
0.10893032384690848,1.1199582
0.10942100098135402,1.1179645999999999
0.10991167811579955,1.1158176
0.11040235525024508,1.1139785999999998
0.11089303238469062,1.1118304
0.11138370951913615,1.109989
0.11187438665358168,1.107995
0.11236506378802721,1.1063084
0.11285574092247275,1.1046213999999999
0.11334641805691828,1.102627
0.11383709519136381,1.1009394000000001
0.11432777232580935,1.0992517999999998
0.11481844946025488,1.0975638
0.11530912659470041,1.0960294
0.11579980372914594,1.0943428
0.11629048086359148,1.0925027999999999
0.11678115799803701,1.0908148
0.11727183513248254,1.0894338
0.11776251226692808,1.0875938
0.11825318940137361,1.0862138000000001
0.11874386653581914,1.0845258
0.11923454367026468,1.0829898
0.11972522080471021,1.0814562
0.12021589793915574,1.0800762
0.12070657507360127,1.078849
0.12119725220804681,1.0773156
0.12168792934249234,1.0757816
0.12217860647693787,1.0744006000000001
0.1226692836113834,1.0733276
0.12315996074582894,1.0719466
0.12365063788027447,1.0708726
0.12414131501472,1.0697976000000002
0.12463199214916554,1.0684196000000001
0.12512266928361107,1.0678036
0.1256133464180566,1.0661165999999997
0.12610402355250214,1.0653506
0.12659470068694767,1.0650426
0.1270853778213932,1.0641225999999997
0.12757605495583874,1.0633556
0.12806673209028427,1.0627426
0.1285574092247298,1.0618231999999999
0.12904808635917533,1.0609016
0.12953876349362087,1.0602882
0.1300294406280664,1.0602886
0.13052011776251193,1.0592136
0.13101079489695747,1.0587536
0.131501472031403,1.0584476
0.13199214916584853,1.0579866
0.13248282630029407,1.0581396
0.1329735034347396,1.0576796
0.13346418056918513,1.0575265999999999
0.13395485770363066,1.0572196
0.1344455348380762,1.0572196
0.13493621197252173,1.0569131999999999
